Thu Dec 10 14:16:36 CLST 2015
MAPPINGS V HII Region Grid: QZ pp_GCZO_Pk50_kinf
Run: pp,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=3) 2015-12-17 09:00:42.547189
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
6.9167,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3800,-0.2529,-0.3546,-0.6808,-0.5538,-0.0256,0.1015,0.7622,-0.3773,-0.2483,-1.1395,-1.0105,-0.4845,-0.3555,nan,nan,-1.5479,0.6550,0.8033,0.3762,0.1599,0.1603
7.0000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3971,-0.2700,-0.4041,-0.6910,-0.5640,0.0070,0.1341,0.7556,-0.2428,-0.1138,-0.9984,-0.8694,-0.3004,-0.1713,nan,nan,-1.5989,0.6980,0.8106,0.3607,0.1598,0.1603
7.0833,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4196,-0.2926,-0.4565,-0.7014,-0.5744,0.0368,0.1639,0.7436,-0.1176,0.0114,-0.8613,-0.7322,-0.1229,0.0062,nan,nan,-1.6462,0.7384,0.8167,0.3450,0.1597,0.1603
7.1667,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4491,-0.3221,-0.5117,-0.7118,-0.5848,0.0625,0.1896,0.7245,-0.0054,0.1236,-0.7299,-0.6008,0.0446,0.1737,nan,nan,-1.6879,0.7744,0.8213,0.3287,0.1597,0.1602
7.2500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4855,-0.3585,-0.5706,-0.7222,-0.5952,0.0850,0.2121,0.6984,0.0954,0.2245,-0.6030,-0.4739,0.2043,0.3334,-2.3375,-2.4665,-1.7252,0.8073,0.8241,0.3116,0.1597,0.1602
7.3333,8.6350,8.5250,7.2700,5.7700,5.0000,-0.5273,-0.4003,-0.6321,-0.7318,-0.6048,0.1045,0.2316,0.6664,0.1850,0.3141,-0.4814,-0.3523,0.3550,0.4841,-2.3485,-2.4775,-1.7574,0.8365,0.8256,0.2939,0.1597,0.1602
7.4167,8.6350,8.5250,7.2700,5.7700,5.0000,-0.5740,-0.4469,-0.6949,-0.7402,-0.6131,0.1205,0.2475,0.6283,0.2617,0.3907,-0.3667,-0.2376,0.4941,0.6231,-2.3636,-2.4927,-1.7831,0.8607,0.8258,0.2761,0.1597,0.1602
7.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.6267,-0.4996,-0.7595,-0.7475,-0.6204,0.1328,0.2598,0.5830,0.3245,0.4535,-0.2585,-0.1295,0.6218,0.7508,-2.3755,-2.5046,-1.8024,0.8803,0.8241,0.2583,0.1597,0.1602
7.5833,8.6350,8.5250,7.2700,5.7700,5.0000,-0.6834,-0.5563,-0.8255,-0.7540,-0.6269,0.1425,0.2695,0.5330,0.3775,0.5065,-0.1558,-0.0269,0.7407,0.8697,-2.3870,-2.5161,-1.8167,0.8965,0.8213,0.2404,0.1597,0.1602
7.6667,8.6350,8.5250,7.2700,5.7700,5.0000,-0.7416,-0.6146,-0.8918,-0.7599,-0.6328,0.1503,0.2773,0.4809,0.4233,0.5524,-0.0583,0.0707,0.8519,0.9809,-2.4018,-2.5309,-1.8266,0.9102,0.8184,0.2224,0.1596,0.1601
7.7500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8023,-0.6753,-0.9577,-0.7650,-0.6379,0.1554,0.2825,0.4256,0.4593,0.5884,0.0337,0.1627,0.9541,1.0831,-2.4134,-2.5425,-1.8312,0.9204,0.8156,0.2045,0.1596,0.1601
7.8333,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8650,-0.7380,-1.0230,-0.7696,-0.6426,0.1587,0.2858,0.3678,0.4889,0.6179,0.1211,0.2501,1.0495,1.1786,-2.4222,-2.5513,-1.8323,0.9284,0.8128,0.1872,0.1596,0.1601
7.9167,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9281,-0.8011,-1.0879,-0.7743,-0.6472,0.1610,0.2881,0.3095,0.5154,0.6444,0.2050,0.3340,1.1404,1.2695,-2.4313,-2.5603,-1.8312,0.9354,0.8101,0.1706,0.1595,0.1600
8.0000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9908,-0.8638,-1.1524,-0.7789,-0.6519,0.1616,0.2887,0.2518,0.5367,0.6657,0.2849,0.4139,1.2254,1.3545,-2.4386,-2.5676,-1.8264,0.9405,0.8074,0.1546,0.1595,0.1600
8.0833,8.6350,8.5250,7.2700,5.7700,5.0000,-1.0527,-0.9257,-1.2150,-0.7836,-0.6566,0.1609,0.2880,0.1948,0.5543,0.6833,0.3610,0.4900,1.3054,1.4344,-2.4433,-2.5724,-1.8190,0.9443,0.8055,0.1390,0.1595,0.1600
8.1667,8.6350,8.5250,7.2700,5.7700,5.0000,-1.1141,-0.9871,-1.2747,-0.7882,-0.6612,0.1597,0.2867,0.1383,0.5706,0.6996,0.4336,0.5626,1.3814,1.5105,-2.4464,-2.5755,-1.8108,0.9478,0.8049,0.1238,0.1594,0.1599
8.2500,8.6350,8.5250,7.2700,5.7700,5.0000,-1.1744,-1.0474,-1.3321,-0.7929,-0.6659,0.1577,0.2847,0.0827,0.5848,0.7138,0.5021,0.6311,1.4527,1.5817,-2.4483,-2.5774,-1.8013,0.9506,0.8050,0.1089,0.1593,0.1599
8.3333,8.6350,8.5250,7.2700,5.7700,5.0000,-1.2316,-1.1046,-1.3864,-0.7978,-0.6708,0.1551,0.2821,0.0304,0.5974,0.7264,0.5663,0.6953,1.5191,1.6481,-2.4489,-2.5779,-1.7909,0.9529,0.8059,0.0943,0.1592,0.1598
8.4167,8.6350,8.5250,7.2700,5.7700,5.0000,-1.2849,-1.1578,-1.4367,-0.8029,-0.6759,0.1520,0.2790,-0.0176,0.6090,0.7380,0.6263,0.7553,1.5812,1.7102,-2.4477,-2.5767,-1.7800,0.9549,0.8077,0.0799,0.1590,0.1597
8.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-1.3355,-1.2084,-1.4838,-0.8082,-0.6812,0.1483,0.2754,-0.0630,0.6191,0.7481,0.6821,0.8111,1.6386,1.7677,-2.4451,-2.5741,-1.7682,0.9565,0.8105,0.0658,0.1588,0.1595
6.5000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3069,-0.1798,-0.1341,-0.5327,-0.4056,-0.1705,-0.0435,0.6897,-1.2221,-1.0930,-1.9121,-1.7831,-1.5516,-1.4225,nan,nan,-1.2669,0.3603,0.6968,0.4688,0.1606,0.1603
6.5833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3058,-0.1788,-0.1677,-0.5413,-0.4142,-0.1356,-0.0085,0.6992,-1.0663,-0.9372,-1.7657,-1.6367,-1.3618,-1.2327,nan,nan,-1.3247,0.4038,0.7085,0.4551,0.1605,0.1602
6.6667,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3081,-0.1811,-0.2043,-0.5500,-0.4229,-0.1009,0.0261,0.7056,-0.9146,-0.7855,-1.6203,-1.4913,-1.1730,-1.0440,nan,nan,-1.3816,0.4472,0.7191,0.4411,0.1604,0.1602
6.7500,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3128,-0.1858,-0.2438,-0.5589,-0.4318,-0.0664,0.0607,0.7096,-0.7658,-0.6367,-1.4755,-1.3465,-0.9850,-0.8560,nan,nan,-1.4378,0.4905,0.7286,0.4268,0.1604,0.1602
6.8333,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3207,-0.1936,-0.2863,-0.5679,-0.4409,-0.0321,0.0950,0.7106,-0.6211,-0.4920,-1.3319,-1.2029,-0.7981,-0.6691,nan,nan,-1.4931,0.5337,0.7371,0.4122,0.1603,0.1602
6.9167,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3326,-0.2055,-0.3319,-0.5770,-0.4500,0.0017,0.1288,0.7076,-0.4819,-0.3529,-1.1897,-1.0608,-0.6130,-0.4840,nan,nan,-1.5468,0.5766,0.7443,0.3972,0.1602,0.1602
7.0000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3483,-0.2212,-0.3808,-0.5862,-0.4592,0.0351,0.1622,0.7013,-0.3473,-0.2184,-1.0489,-0.9199,-0.4295,-0.3004,nan,nan,-1.5995,0.6193,0.7504,0.3818,0.1602,0.1602
7.0833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3691,-0.2420,-0.4327,-0.5954,-0.4684,0.0661,0.1932,0.6900,-0.2217,-0.0928,-0.9120,-0.7830,-0.2521,-0.1230,nan,nan,-1.6491,0.6598,0.7552,0.3660,0.1601,0.1601
7.1667,8.7017,8.5917,7.4034,5.9034,5.0000,-0.3967,-0.2696,-0.4878,-0.6048,-0.4778,0.0935,0.2206,0.6717,-0.1089,0.0202,-0.7808,-0.6517,-0.0842,0.0449,nan,nan,-1.6940,0.6965,0.7584,0.3495,0.1601,0.1601
7.2500,8.7017,8.5917,7.4034,5.9034,5.0000,-0.4309,-0.3039,-0.5468,-0.6141,-0.4871,0.1178,0.2449,0.6468,-0.0069,0.1222,-0.6539,-0.5248,0.0766,0.2057,-2.4441,-2.5731,-1.7353,0.7305,0.7598,0.3322,0.1601,0.1601
7.3333,8.7017,8.5917,7.4034,5.9034,5.0000,-0.4704,-0.3434,-0.6086,-0.6227,-0.4957,0.1393,0.2664,0.6161,0.0838,0.2129,-0.5325,-0.4034,0.2286,0.3577,-2.4581,-2.5871,-1.7720,0.7611,0.7598,0.3140,0.1601,0.1601
7.4167,8.7017,8.5917,7.4034,5.9034,5.0000,-0.5150,-0.3879,-0.6721,-0.6303,-0.5032,0.1576,0.2846,0.5793,0.1611,0.2901,-0.4184,-0.2893,0.3687,0.4977,-2.4767,-2.6058,-1.8023,0.7870,0.7581,0.2954,0.1601,0.1601
7.5000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.5657,-0.4386,-0.7377,-0.6367,-0.5096,0.1726,0.2996,0.5351,0.2241,0.3531,-0.3111,-0.1821,0.4975,0.6265,-2.4918,-2.6209,-1.8269,0.8086,0.7540,0.2764,0.1601,0.1600
7.5833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.6205,-0.4935,-0.8051,-0.6423,-0.5152,0.1855,0.3125,0.4861,0.2769,0.4060,-0.2098,-0.0808,0.6173,0.7463,-2.5072,-2.6363,-1.8466,0.8270,0.7485,0.2571,0.1600,0.1600
7.6667,8.7017,8.5917,7.4034,5.9034,5.0000,-0.6768,-0.5498,-0.8729,-0.6473,-0.5202,0.1968,0.3239,0.4352,0.3221,0.4512,-0.1141,0.0149,0.7289,0.8579,-2.5269,-2.6559,-1.8618,0.8430,0.7429,0.2375,0.1600,0.1600
7.7500,8.7017,8.5917,7.4034,5.9034,5.0000,-0.7353,-0.6083,-0.9403,-0.6518,-0.5247,0.2060,0.3332,0.3815,0.3570,0.4861,-0.0246,0.1044,0.8311,0.9601,-2.5427,-2.6718,-1.8720,0.8557,0.7372,0.2182,0.1600,0.1599
7.8333,8.7017,8.5917,7.4034,5.9034,5.0000,-0.7956,-0.6686,-1.0070,-0.6559,-0.5288,0.2137,0.3409,0.3254,0.3851,0.5141,0.0599,0.1889,0.9262,1.0553,-2.5553,-2.6844,-1.8785,0.8663,0.7315,0.1995,0.1599,0.1599
7.9167,8.7017,8.5917,7.4034,5.9034,5.0000,-0.8564,-0.7294,-1.0733,-0.6599,-0.5328,0.2202,0.3473,0.2689,0.4103,0.5393,0.1406,0.2696,1.0166,1.1456,-2.5689,-2.6979,-1.8825,0.8759,0.7256,0.1814,0.1599,0.1598
8.0000,8.7017,8.5917,7.4034,5.9034,5.0000,-0.9167,-0.7897,-1.1392,-0.6640,-0.5370,0.2250,0.3521,0.2130,0.4302,0.5592,0.2168,0.3458,1.1007,1.2298,-2.5801,-2.7091,-1.8828,0.8838,0.7199,0.1639,0.1598,0.1598
8.0833,8.7017,8.5917,7.4034,5.9034,5.0000,-0.9762,-0.8492,-1.2027,-0.6683,-0.5413,0.2283,0.3554,0.1582,0.4464,0.5754,0.2891,0.4180,1.1795,1.3086,-2.5882,-2.7173,-1.8802,0.8905,0.7152,0.1473,0.1598,0.1597
8.1667,8.7017,8.5917,7.4034,5.9034,5.0000,-1.0350,-0.9080,-1.2629,-0.6727,-0.5457,0.2303,0.3574,0.1043,0.4617,0.5907,0.3578,0.4867,1.2543,1.3833,-2.5947,-2.7238,-1.8761,0.8966,0.7121,0.1316,0.1597,0.1597
8.2500,8.7017,8.5917,7.4034,5.9034,5.0000,-1.0928,-0.9658,-1.3205,-0.6773,-0.5503,0.2310,0.3580,0.0518,0.4751,0.6042,0.4223,0.5512,1.3240,1.4530,-2.5996,-2.7287,-1.8699,0.9019,0.7099,0.1168,0.1596,0.1596
8.3333,8.7017,8.5917,7.4034,5.9034,5.0000,-1.1475,-1.0205,-1.3746,-0.6823,-0.5553,0.2303,0.3574,0.0028,0.4872,0.6163,0.4824,0.6114,1.3887,1.5177,-2.6027,-2.7317,-1.8622,0.9065,0.7089,0.1026,0.1595,0.1595
8.4167,8.7017,8.5917,7.4034,5.9034,5.0000,-1.1984,-1.0713,-1.4244,-0.6877,-0.5607,0.2284,0.3555,-0.0418,0.4986,0.6277,0.5383,0.6673,1.4487,1.5777,-2.6038,-2.7328,-1.8533,0.9107,0.7094,0.0893,0.1593,0.1593
8.5000,8.7017,8.5917,7.4034,5.9034,5.0000,-1.2466,-1.1195,-1.4707,-0.6933,-0.5663,0.2252,0.3523,-0.0834,0.5088,0.6378,0.5900,0.7190,1.5039,1.6329,-2.6031,-2.7321,-1.8427,0.9143,0.7112,0.0768,0.1590,0.1591
6.5000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2816,-0.1545,-0.1385,-0.4202,-0.2931,-0.1403,-0.0132,0.6050,-1.3579,-1.2289,-1.9637,-1.8347,-1.6861,-1.5571,nan,nan,-1.2609,0.2772,0.6113,0.4682,0.1610,0.1601
6.5833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2798,-0.1528,-0.1708,-0.4284,-0.3013,-0.1059,0.0212,0.6147,-1.2031,-1.0740,-1.8185,-1.6895,-1.4987,-1.3696,nan,nan,-1.3189,0.3196,0.6230,0.4557,0.1609,0.1601
6.6667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2811,-0.1541,-0.2061,-0.4366,-0.3095,-0.0715,0.0556,0.6215,-1.0520,-0.9229,-1.6741,-1.5451,-1.3119,-1.1828,nan,nan,-1.3765,0.3621,0.6335,0.4429,0.1608,0.1600
6.7500,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2847,-0.1577,-0.2444,-0.4449,-0.3178,-0.0371,0.0900,0.6261,-0.9036,-0.7745,-1.5302,-1.4012,-1.1255,-0.9964,nan,nan,-1.4338,0.4046,0.6429,0.4297,0.1607,0.1600
6.8333,8.7683,8.6583,7.5366,6.0366,5.0000,-0.2913,-0.1642,-0.2857,-0.4532,-0.3261,-0.0027,0.1244,0.6277,-0.7590,-0.6299,-1.3873,-1.2583,-0.9400,-0.8109,nan,nan,-1.4906,0.4472,0.6512,0.4160,0.1607,0.1600
6.9167,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3016,-0.1745,-0.3302,-0.4616,-0.3345,0.0318,0.1589,0.6256,-0.6195,-0.4905,-1.2456,-1.1166,-0.7556,-0.6266,nan,nan,-1.5468,0.4899,0.6581,0.4019,0.1607,0.1600
7.0000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3154,-0.1883,-0.3781,-0.4700,-0.3429,0.0662,0.1933,0.6204,-0.4842,-0.3552,-1.1050,-0.9761,-0.5724,-0.4433,nan,nan,-1.6025,0.5326,0.6639,0.3874,0.1606,0.1600
7.0833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3340,-0.2069,-0.4291,-0.4784,-0.3514,0.0986,0.2257,0.6104,-0.3574,-0.2285,-0.9683,-0.8393,-0.3949,-0.2658,nan,nan,-1.6558,0.5733,0.6684,0.3723,0.1606,0.1599
7.1667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3592,-0.2321,-0.4834,-0.4869,-0.3599,0.1278,0.2548,0.5938,-0.2431,-0.1141,-0.8373,-0.7083,-0.2263,-0.0972,nan,nan,-1.7053,0.6109,0.6710,0.3564,0.1605,0.1599
7.2500,8.7683,8.6583,7.5366,6.0366,5.0000,-0.3907,-0.2636,-0.5419,-0.4954,-0.3683,0.1546,0.2816,0.5708,-0.1392,-0.0101,-0.7104,-0.5813,-0.0641,0.0650,-2.5663,-2.6953,-1.7522,0.6463,0.6718,0.3395,0.1605,0.1599
7.3333,8.7683,8.6583,7.5366,6.0366,5.0000,-0.4274,-0.3003,-0.6034,-0.5032,-0.3762,0.1790,0.3059,0.5421,-0.0465,0.0825,-0.5891,-0.4600,0.0894,0.2185,-2.5831,-2.7121,-1.7950,0.6785,0.6708,0.3217,0.1605,0.1599
7.4167,8.7683,8.6583,7.5366,6.0366,5.0000,-0.4693,-0.3422,-0.6669,-0.5099,-0.3828,0.2002,0.3272,0.5071,0.0319,0.1609,-0.4757,-0.3466,0.2307,0.3598,-2.6048,-2.7339,-1.8320,0.7064,0.6677,0.3029,0.1605,0.1598
7.5000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.5176,-0.3905,-0.7333,-0.5154,-0.3883,0.2186,0.3456,0.4646,0.0957,0.2247,-0.3693,-0.2403,0.3609,0.4899,-2.6230,-2.7520,-1.8639,0.7302,0.6619,0.2833,0.1604,0.1598
7.5833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.5702,-0.4431,-0.8017,-0.5201,-0.3930,0.2349,0.3619,0.4170,0.1487,0.2777,-0.2694,-0.1404,0.4817,0.6106,-2.6427,-2.7717,-1.8914,0.7510,0.6541,0.2629,0.1604,0.1598
7.6667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.6242,-0.4971,-0.8707,-0.5242,-0.3971,0.2496,0.3767,0.3676,0.1933,0.3223,-0.1761,-0.0470,0.5935,0.7225,-2.6678,-2.7969,-1.9145,0.7695,0.6458,0.2422,0.1604,0.1597
7.7500,8.7683,8.6583,7.5366,6.0366,5.0000,-0.6801,-0.5530,-0.9392,-0.5280,-0.4009,0.2624,0.3895,0.3159,0.2265,0.3556,-0.0898,0.0393,0.6954,0.8244,-2.6881,-2.8172,-1.9330,0.7851,0.6371,0.2217,0.1603,0.1597
7.8333,8.7683,8.6583,7.5366,6.0366,5.0000,-0.7377,-0.6107,-1.0071,-0.5314,-0.4043,0.2736,0.4007,0.2621,0.2526,0.3816,-0.0090,0.1200,0.7898,0.9189,-2.7053,-2.8344,-1.9478,0.7988,0.6279,0.2017,0.1603,0.1596
7.9167,8.7683,8.6583,7.5366,6.0366,5.0000,-0.7958,-0.6688,-1.0746,-0.5347,-0.4077,0.2835,0.4106,0.2076,0.2756,0.4046,0.0674,0.1964,0.8790,1.0081,-2.7244,-2.8535,-1.9596,0.8116,0.6185,0.1820,0.1602,0.1595
8.0000,8.7683,8.6583,7.5366,6.0366,5.0000,-0.8533,-0.7263,-1.1416,-0.5382,-0.4112,0.2919,0.4189,0.1540,0.2931,0.4221,0.1386,0.2675,0.9615,1.0906,-2.7402,-2.8692,-1.9679,0.8229,0.6094,0.1626,0.1602,0.1595
8.0833,8.7683,8.6583,7.5366,6.0366,5.0000,-0.9096,-0.7826,-1.2060,-0.5421,-0.4150,0.2986,0.4256,0.1020,0.3068,0.4359,0.2054,0.3343,1.0385,1.1676,-2.7520,-2.8811,-1.9731,0.8331,0.6015,0.1445,0.1601,0.1594
8.1667,8.7683,8.6583,7.5366,6.0366,5.0000,-0.9647,-0.8377,-1.2662,-0.5463,-0.4192,0.3038,0.4308,0.0517,0.3199,0.4490,0.2685,0.3975,1.1113,1.2403,-2.7623,-2.8914,-1.9757,0.8427,0.5953,0.1279,0.1600,0.1593
8.2500,8.7683,8.6583,7.5366,6.0366,5.0000,-1.0183,-0.8913,-1.3235,-0.5508,-0.4238,0.3075,0.4345,0.0032,0.3316,0.4607,0.3273,0.4563,1.1787,1.3077,-2.7703,-2.8994,-1.9754,0.8513,0.5903,0.1124,0.1599,0.1592
8.3333,8.7683,8.6583,7.5366,6.0366,5.0000,-1.0689,-0.9418,-1.3768,-0.5559,-0.4288,0.3097,0.4368,-0.0415,0.3424,0.4715,0.3817,0.5107,1.2409,1.3699,-2.7756,-2.9046,-1.9723,0.8591,0.5869,0.0981,0.1597,0.1591
8.4167,8.7683,8.6583,7.5366,6.0366,5.0000,-1.1156,-0.9885,-1.4248,-0.5615,-0.4345,0.3105,0.4376,-0.0816,0.3529,0.4819,0.4322,0.5612,1.2983,1.4274,-2.7784,-2.9075,-1.9665,0.8661,0.5857,0.0853,0.1594,0.1588
8.5000,8.7683,8.6583,7.5366,6.0366,5.0000,-1.1596,-1.0325,-1.4687,-0.5677,-0.4407,0.3099,0.4370,-0.1183,0.3624,0.4915,0.4785,0.6075,1.3507,1.4798,-2.7789,-2.9079,-1.9579,0.8723,0.5861,0.0737,0.1591,0.1585
6.5000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2737,-0.1466,-0.1617,-0.2943,-0.1672,-0.1120,0.0151,0.4901,-1.5312,-1.4022,-2.0213,-1.8923,-1.8390,-1.7100,nan,nan,-1.2515,0.1823,0.4956,0.4507,0.1613,0.1599
6.5833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2708,-0.1437,-0.1922,-0.3022,-0.1751,-0.0784,0.0487,0.5007,-1.3769,-1.2479,-1.8776,-1.7486,-1.6537,-1.5247,nan,nan,-1.3106,0.2239,0.5079,0.4400,0.1612,0.1599
6.6667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2707,-0.1436,-0.2259,-0.3101,-0.1830,-0.0444,0.0827,0.5085,-1.2260,-1.0969,-1.7344,-1.6054,-1.4687,-1.3396,nan,nan,-1.3696,0.2657,0.5190,0.4287,0.1611,0.1598
6.7500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2727,-0.1456,-0.2625,-0.3180,-0.1909,-0.0103,0.1168,0.5142,-1.0774,-0.9483,-1.5916,-1.4626,-1.2839,-1.1548,nan,nan,-1.4284,0.3077,0.5289,0.4171,0.1611,0.1598
6.8333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2775,-0.1504,-0.3022,-0.3258,-0.1987,0.0243,0.1514,0.5171,-0.9324,-0.8033,-1.4495,-1.3205,-1.0995,-0.9704,nan,nan,-1.4870,0.3501,0.5375,0.4050,0.1611,0.1598
6.9167,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2858,-0.1587,-0.3452,-0.3336,-0.2065,0.0595,0.1866,0.5164,-0.7920,-0.6630,-1.3085,-1.1795,-0.9157,-0.7867,nan,nan,-1.5452,0.3930,0.5448,0.3922,0.1610,0.1597
7.0000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.2972,-0.1701,-0.3915,-0.3414,-0.2143,0.0943,0.2214,0.5129,-0.6553,-0.5263,-1.1682,-1.0392,-0.7325,-0.6035,nan,nan,-1.6031,0.4357,0.5509,0.3791,0.1610,0.1597
7.0833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3131,-0.1860,-0.4410,-0.3492,-0.2221,0.1275,0.2546,0.5049,-0.5268,-0.3978,-1.0317,-0.9027,-0.5546,-0.4257,nan,nan,-1.6590,0.4768,0.5556,0.3653,0.1610,0.1597
7.1667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3353,-0.2082,-0.4941,-0.3570,-0.2299,0.1587,0.2857,0.4906,-0.4103,-0.2813,-0.9008,-0.7719,-0.3851,-0.2560,nan,nan,-1.7119,0.5157,0.5582,0.3505,0.1609,0.1597
7.2500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3634,-0.2363,-0.5514,-0.3647,-0.2376,0.1881,0.3151,0.4703,-0.3035,-0.1745,-0.7738,-0.6448,-0.2211,-0.0920,-2.7055,-2.8345,-1.7627,0.5528,0.5590,0.3347,0.1609,0.1597
7.3333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.3966,-0.2695,-0.6119,-0.3719,-0.2448,0.2152,0.3422,0.4444,-0.2081,-0.0791,-0.6526,-0.5236,-0.0657,0.0634,-2.7249,-2.8539,-1.8099,0.5870,0.5577,0.3179,0.1609,0.1596
7.4167,8.8350,8.7250,7.6700,6.1700,5.0000,-0.4352,-0.3081,-0.6749,-0.3778,-0.2507,0.2394,0.3664,0.4120,-0.1278,0.0012,-0.5399,-0.4108,0.0772,0.2062,-2.7495,-2.8785,-1.8520,0.6171,0.5537,0.2997,0.1608,0.1596
7.5000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.4805,-0.3534,-0.7414,-0.3824,-0.2553,0.2610,0.3880,0.3717,-0.0627,0.0663,-0.4345,-0.3054,0.2089,0.3379,-2.7706,-2.8996,-1.8896,0.6433,0.5464,0.2796,0.1608,0.1595
7.5833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.5303,-0.4031,-0.8105,-0.3861,-0.2590,0.2806,0.4077,0.3260,-0.0090,0.1200,-0.3362,-0.2071,0.3309,0.4599,-2.7950,-2.9240,-1.9231,0.6669,0.5366,0.2583,0.1608,0.1595
7.6667,8.8350,8.7250,7.6700,6.1700,5.0000,-0.5814,-0.4543,-0.8800,-0.3893,-0.2622,0.2987,0.4258,0.2787,0.0351,0.1640,-0.2456,-0.1165,0.4430,0.5720,-2.8263,-2.9554,-1.9521,0.6884,0.5257,0.2369,0.1607,0.1594
7.7500,8.8350,8.7250,7.6700,6.1700,5.0000,-0.6340,-0.5069,-0.9491,-0.3922,-0.2651,0.3151,0.4422,0.2295,0.0665,0.1955,-0.1631,-0.0340,0.5443,0.6733,-2.8515,-2.9806,-1.9768,0.7073,0.5139,0.2155,0.1607,0.1594
7.8333,8.8350,8.7250,7.6700,6.1700,5.0000,-0.6882,-0.5611,-1.0177,-0.3949,-0.2678,0.3301,0.4571,0.1785,0.0900,0.2191,-0.0869,0.0421,0.6376,0.7666,-2.8738,-3.0029,-1.9978,0.7246,0.5010,0.1942,0.1607,0.1593
7.9167,8.8350,8.7250,7.6700,6.1700,5.0000,-0.7430,-0.6160,-1.0859,-0.3974,-0.2703,0.3439,0.4710,0.1267,0.1104,0.2395,-0.0159,0.1131,0.7252,0.8542,-2.8995,-3.0286,-2.0157,0.7411,0.4877,0.1729,0.1606,0.1592
8.0000,8.8350,8.7250,7.6700,6.1700,5.0000,-0.7971,-0.6701,-1.1537,-0.4001,-0.2730,0.3566,0.4836,0.0759,0.1247,0.2538,0.0489,0.1779,0.8055,0.9345,-2.9203,-3.0494,-2.0302,0.7566,0.4749,0.1516,0.1605,0.1591
8.0833,8.8350,8.7250,7.6700,6.1700,5.0000,-0.8494,-0.7223,-1.2183,-0.4034,-0.2763,0.3679,0.4949,0.0275,0.1350,0.2641,0.1087,0.2377,0.8799,1.0089,-2.9360,-3.0651,-2.0414,0.7712,0.4635,0.1317,0.1604,0.1590
