Thu Dec 10 14:37:50 CLST 2015
MAPPINGS V HII Region Grid: QZ sph_GCZO_Pk50_kinf
Run: sph,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=3) 2015-12-17 09:24:10.518025
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
6.5833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2867,-0.1597,-0.2271,-0.1912,-0.0641,-0.0612,0.0659,0.3767,-1.5677,-1.4387,-1.9436,-1.8147,-1.8119,-1.6829,nan,nan,-1.2925,0.1320,0.3829,0.4089,0.1614,0.1596
6.6667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2854,-0.1583,-0.2587,-0.1987,-0.0716,-0.0282,0.0989,0.3853,-1.4176,-1.2886,-1.8022,-1.6732,-1.6297,-1.5007,nan,nan,-1.3514,0.1727,0.3944,0.3993,0.1613,0.1596
6.7500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2861,-0.1590,-0.2932,-0.2061,-0.0790,0.0050,0.1321,0.3918,-1.2698,-1.1408,-1.6611,-1.5321,-1.4478,-1.3188,nan,nan,-1.4100,0.2135,0.4045,0.3892,0.1613,0.1595
6.8333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2893,-0.1622,-0.3306,-0.2133,-0.0862,0.0389,0.1660,0.3957,-1.1254,-0.9964,-1.5207,-1.3917,-1.2663,-1.1373,nan,nan,-1.4682,0.2547,0.4133,0.3786,0.1613,0.1595
6.9167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.2956,-0.1685,-0.3710,-0.2204,-0.0934,0.0735,0.2005,0.3963,-0.9854,-0.8564,-1.3812,-1.2522,-1.0853,-0.9563,nan,nan,-1.5258,0.2963,0.4206,0.3674,0.1612,0.1595
7.0000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3048,-0.1777,-0.4147,-0.2275,-0.1005,0.1077,0.2347,0.3942,-0.8488,-0.7197,-1.2426,-1.1136,-0.9049,-0.7759,nan,nan,-1.5829,0.3378,0.4268,0.3558,0.1612,0.1594
7.0833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3179,-0.1908,-0.4608,-0.2345,-0.1075,0.1403,0.2673,0.3884,-0.7202,-0.5911,-1.1080,-0.9790,-0.7301,-0.6011,nan,nan,-1.6376,0.3776,0.4315,0.3437,0.1612,0.1594
7.1667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3361,-0.2090,-0.5095,-0.2415,-0.1144,0.1710,0.2980,0.3770,-0.6031,-0.4741,-0.9795,-0.8504,-0.5640,-0.4350,nan,nan,-1.6887,0.4153,0.4344,0.3307,0.1611,0.1594
7.2500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3601,-0.2330,-0.5626,-0.2483,-0.1212,0.2002,0.3272,0.3599,-0.4952,-0.3662,-0.8548,-0.7257,-0.4034,-0.2743,-2.8354,-2.9644,-1.7373,0.4514,0.4354,0.3168,0.1611,0.1593
7.3333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.3889,-0.2618,-0.6187,-0.2544,-0.1273,0.2269,0.3539,0.3376,-0.3988,-0.2699,-0.7370,-0.6079,-0.2526,-0.1235,-2.8555,-2.9845,-1.7818,0.4844,0.4344,0.3018,0.1611,0.1593
7.4167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.4213,-0.2942,-0.6750,-0.2593,-0.1323,0.2503,0.3774,0.3104,-0.3181,-0.1891,-0.6292,-0.5002,-0.1165,0.0126,-2.8804,-3.0095,-1.8199,0.5129,0.4308,0.2856,0.1610,0.1593
7.5000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.4579,-0.3309,-0.7314,-0.2629,-0.1359,0.2708,0.3979,0.2774,-0.2527,-0.1237,-0.5297,-0.4007,0.0075,0.1365,-2.9019,-3.0310,-1.8524,0.5372,0.4237,0.2683,0.1610,0.1593
7.5833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.4980,-0.3709,-0.7880,-0.2654,-0.1384,0.2892,0.4162,0.2399,-0.1993,-0.0703,-0.4392,-0.3102,0.1194,0.2484,-2.9280,-3.0571,-1.8799,0.5584,0.4141,0.2501,0.1610,0.1592
7.6667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.5391,-0.4120,-0.8447,-0.2676,-0.1405,0.3055,0.4325,0.2015,-0.1566,-0.0276,-0.3597,-0.2308,0.2176,0.3465,-2.9622,-3.0912,-1.9019,0.5770,0.4036,0.2315,0.1609,0.1592
7.7500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.5791,-0.4521,-0.9013,-0.2693,-0.1422,0.3194,0.4464,0.1639,-0.1277,0.0013,-0.2914,-0.1624,0.3013,0.4303,-2.9887,-3.1177,-1.9178,0.5925,0.3924,0.2132,0.1609,0.1591
7.8333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.6175,-0.4905,-0.9541,-0.2707,-0.1436,0.3316,0.4587,0.1277,-0.1075,0.0215,-0.2319,-0.1029,0.3741,0.5032,-3.0117,-3.1407,-1.9298,0.6061,0.3804,0.1954,0.1608,0.1590
7.9167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.6547,-0.5276,-1.0013,-0.2720,-0.1449,0.3426,0.4697,0.0925,-0.0910,0.0380,-0.1807,-0.0516,0.4379,0.5670,-3.0391,-3.1681,-1.9392,0.6186,0.3680,0.1782,0.1608,0.1590
8.0000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.6901,-0.5630,-1.0446,-0.2736,-0.1465,0.3521,0.4792,0.0587,-0.0811,0.0479,-0.1395,-0.0104,0.4901,0.6192,-3.0612,-3.1902,-1.9448,0.6297,0.3562,0.1614,0.1607,0.1589
8.0833,8.8850,8.7750,7.7700,6.2700,5.0000,-0.7214,-0.5942,-1.0834,-0.2756,-0.1486,0.3602,0.4873,0.0296,-0.0756,0.0534,-0.1059,0.0232,0.5336,0.6627,-3.0765,-3.2055,-1.9479,0.6396,0.3460,0.1465,0.1606,0.1588
8.1667,8.8850,8.7750,7.7700,6.2700,5.0000,-0.7474,-0.6203,-1.1163,-0.2781,-0.1511,0.3673,0.4944,0.0066,-0.0704,0.0586,-0.0767,0.0523,0.5722,0.7012,-3.0897,-3.2186,-1.9501,0.6490,0.3376,0.1340,0.1605,0.1587
8.2500,8.8850,8.7750,7.7700,6.2700,5.0000,-0.7699,-0.6428,-1.1445,-0.2809,-0.1539,0.3734,0.5004,-0.0127,-0.0660,0.0630,-0.0529,0.0761,0.6046,0.7335,-3.1002,-3.2291,-1.9510,0.6575,0.3307,0.1231,0.1604,0.1585
8.3333,8.8850,8.7750,7.7700,6.2700,5.0000,-0.7893,-0.6622,-1.1686,-0.2839,-0.1569,0.3784,0.5054,-0.0289,-0.0621,0.0669,-0.0332,0.0958,0.6319,0.7609,-3.1071,-3.2361,-1.9509,0.6652,0.3256,0.1138,0.1602,0.1584
8.4167,8.8850,8.7750,7.7700,6.2700,5.0000,-0.8052,-0.6781,-1.1883,-0.2872,-0.1602,0.3824,0.5095,-0.0413,-0.0583,0.0707,-0.0167,0.1123,0.6556,0.7846,-3.1104,-3.2393,-1.9502,0.6723,0.3227,0.1063,0.1601,0.1582
8.5000,8.8850,8.7750,7.7700,6.2700,5.0000,-0.8174,-0.6903,-1.2034,-0.2909,-0.1638,0.3855,0.5126,-0.0498,-0.0550,0.0741,-0.0044,0.1246,0.6742,0.8033,-3.1104,-3.2394,-1.9486,0.6787,0.3216,0.1006,0.1599,0.1581
6.5000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3358,-0.2088,-0.2603,-0.0536,0.0735,-0.0763,0.0507,0.1940,-1.9831,-1.8541,-2.1768,-2.0477,-2.1988,-2.0697,nan,nan,-1.2020,-0.0219,0.1979,0.3607,0.1615,0.1593
6.5833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3307,-0.2037,-0.2864,-0.0608,0.0663,-0.0451,0.0820,0.2059,-1.8312,-1.7022,-2.0367,-1.9077,-2.0200,-1.8910,nan,nan,-1.2605,0.0167,0.2111,0.3536,0.1615,0.1592
6.6667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3280,-0.2010,-0.3155,-0.0678,0.0593,-0.0131,0.1140,0.2153,-1.6820,-1.5530,-1.8968,-1.7678,-1.8409,-1.7119,nan,nan,-1.3189,0.0558,0.2228,0.3460,0.1614,0.1592
6.7500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3273,-0.2002,-0.3477,-0.0746,0.0525,0.0194,0.1465,0.2226,-1.5348,-1.4058,-1.7571,-1.6282,-1.6621,-1.5331,nan,nan,-1.3772,0.0952,0.2330,0.3377,0.1614,0.1592
6.8333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3288,-0.2017,-0.3829,-0.0811,0.0460,0.0530,0.1801,0.2274,-1.3905,-1.2615,-1.6179,-1.4889,-1.4831,-1.3541,nan,nan,-1.4353,0.1352,0.2418,0.3288,0.1613,0.1591
6.9167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3332,-0.2061,-0.4210,-0.0875,0.0396,0.0872,0.2143,0.2293,-1.2501,-1.1211,-1.4792,-1.3502,-1.3038,-1.1748,nan,nan,-1.4931,0.1759,0.2491,0.3193,0.1613,0.1591
7.0000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3401,-0.2130,-0.4623,-0.0938,0.0332,0.1211,0.2482,0.2287,-1.1125,-0.9834,-1.3410,-1.2119,-1.1247,-0.9957,nan,nan,-1.5507,0.2162,0.2552,0.3094,0.1613,0.1591
7.0833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3503,-0.2231,-0.5060,-0.1001,0.0269,0.1540,0.2810,0.2248,-0.9820,-0.8529,-1.2065,-1.0775,-0.9507,-0.8217,nan,nan,-1.6062,0.2555,0.2601,0.2989,0.1613,0.1591
7.1667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3650,-0.2379,-0.5523,-0.1063,0.0208,0.1859,0.3129,0.2162,-0.8619,-0.7329,-1.0777,-0.9486,-0.7839,-0.6549,nan,nan,-1.6585,0.2936,0.2633,0.2877,0.1612,0.1590
7.2500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.3847,-0.2576,-0.6025,-0.1124,0.0147,0.2168,0.3438,0.2027,-0.7495,-0.6205,-0.9521,-0.8230,-0.6215,-0.4924,-2.9989,-3.1279,-1.7086,0.3306,0.2649,0.2757,0.1612,0.1590
7.3333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.4084,-0.2813,-0.6557,-0.1180,0.0091,0.2455,0.3725,0.1848,-0.6481,-0.5191,-0.8332,-0.7042,-0.4684,-0.3393,-3.0192,-3.1483,-1.7547,0.3650,0.2646,0.2629,0.1612,0.1590
7.4167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.4361,-0.3091,-0.7097,-0.1225,0.0045,0.2711,0.3981,0.1618,-0.5624,-0.4334,-0.7245,-0.5955,-0.3295,-0.2005,-3.0435,-3.1726,-1.7943,0.3951,0.2615,0.2488,0.1612,0.1589
7.5000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.4686,-0.3416,-0.7642,-0.1256,0.0015,0.2943,0.4213,0.1325,-0.4913,-0.3623,-0.6236,-0.4946,-0.2020,-0.0730,-3.0655,-3.1946,-1.8282,0.4216,0.2552,0.2328,0.1611,0.1589
7.5833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.5048,-0.3778,-0.8195,-0.1276,-0.0005,0.3154,0.4424,0.0985,-0.4326,-0.3036,-0.5320,-0.4030,-0.0867,0.0423,-3.0951,-3.2242,-1.8568,0.4451,0.2461,0.2155,0.1611,0.1588
7.6667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.5418,-0.4148,-0.8755,-0.1292,-0.0021,0.3344,0.4615,0.0636,-0.3867,-0.2577,-0.4528,-0.3238,0.0135,0.1424,-3.1340,-3.2631,-1.8798,0.4660,0.2354,0.1981,0.1610,0.1587
7.7500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.5781,-0.4511,-0.9308,-0.1308,-0.0037,0.3513,0.4784,0.0294,-0.3566,-0.2276,-0.3858,-0.2568,0.0983,0.2272,-3.1632,-3.2922,-1.8965,0.4840,0.2233,0.1805,0.1610,0.1586
7.8333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.6134,-0.4863,-0.9830,-0.1321,-0.0050,0.3665,0.4936,-0.0038,-0.3364,-0.2074,-0.3288,-0.1997,0.1712,0.3003,-3.1901,-3.3191,-1.9092,0.5001,0.2098,0.1629,0.1609,0.1585
7.9167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.6479,-0.5208,-1.0307,-0.1334,-0.0063,0.3804,0.5075,-0.0365,-0.3210,-0.1921,-0.2814,-0.1523,0.2339,0.3631,-3.2242,-3.3532,-1.9198,0.5154,0.1956,0.1451,0.1608,0.1585
8.0000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.6813,-0.5542,-1.0752,-0.1349,-0.0078,0.3926,0.5197,-0.0681,-0.3143,-0.1853,-0.2460,-0.1169,0.2834,0.4126,-3.2501,-3.3791,-1.9271,0.5295,0.1821,0.1275,0.1607,0.1584
8.0833,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7108,-0.5836,-1.1149,-0.1372,-0.0101,0.4034,0.5305,-0.0949,-0.3131,-0.1841,-0.2192,-0.0901,0.3235,0.4526,-3.2666,-3.3955,-1.9322,0.5427,0.1703,0.1114,0.1606,0.1582
8.1667,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7348,-0.6077,-1.1485,-0.1406,-0.0135,0.4130,0.5401,-0.1151,-0.3119,-0.1829,-0.1965,-0.0674,0.3590,0.4880,-3.2812,-3.4102,-1.9368,0.5554,0.1600,0.0978,0.1604,0.1581
8.2500,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7555,-0.6284,-1.1774,-0.1444,-0.0174,0.4213,0.5483,-0.1314,-0.3106,-0.1817,-0.1790,-0.0500,0.3883,0.5173,-3.2921,-3.4211,-1.9404,0.5673,0.1512,0.0856,0.1602,0.1579
8.3333,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7734,-0.6463,-1.2022,-0.1486,-0.0216,0.4284,0.5554,-0.1448,-0.3093,-0.1803,-0.1652,-0.0363,0.4131,0.5421,-3.2978,-3.4268,-1.9432,0.5784,0.1449,0.0752,0.1600,0.1577
8.4167,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7877,-0.6606,-1.2224,-0.1532,-0.0262,0.4344,0.5614,-0.1542,-0.3080,-0.1789,-0.1539,-0.0250,0.4349,0.5639,-3.2986,-3.4276,-1.9457,0.5889,0.1416,0.0671,0.1598,0.1574
8.5000,8.9350,8.8250,7.8700,6.3700,5.0000,-0.7985,-0.6714,-1.2378,-0.1583,-0.0312,0.4391,0.5662,-0.1598,-0.3066,-0.1775,-0.1465,-0.0175,0.4520,0.5811,-3.2951,-3.4241,-1.9475,0.5986,0.1405,0.0609,0.1595,0.1571
6.5000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4017,-0.2746,-0.3413,0.0911,0.2182,-0.0604,0.0667,-0.0121,-2.2961,-2.1670,-2.2840,-2.1549,-2.4355,-2.3064,nan,nan,-1.1624,-0.1515,-0.0091,0.2850,0.1615,0.1588
6.5833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3952,-0.2682,-0.3645,0.0843,0.2114,-0.0308,0.0963,0.0006,-2.1457,-2.0166,-2.1461,-2.0170,-2.2609,-2.1319,nan,nan,-1.2201,-0.1151,0.0046,0.2803,0.1615,0.1588
6.6667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3909,-0.2639,-0.3907,0.0778,0.2049,-0.0003,0.1268,0.0110,-1.9975,-1.8684,-2.0081,-1.8790,-2.0856,-1.9565,nan,nan,-1.2778,-0.0779,0.0168,0.2749,0.1614,0.1587
6.7500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3884,-0.2614,-0.4201,0.0717,0.1988,0.0317,0.1588,0.0193,-1.8509,-1.7218,-1.8702,-1.7412,-1.9102,-1.7812,nan,nan,-1.3354,-0.0400,0.0272,0.2688,0.1614,0.1587
6.8333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3881,-0.2610,-0.4525,0.0659,0.1930,0.0649,0.1920,0.0252,-1.7068,-1.5777,-1.7324,-1.6034,-1.7340,-1.6050,nan,nan,-1.3930,-0.0012,0.0360,0.2619,0.1614,0.1587
6.9167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3902,-0.2632,-0.4879,0.0603,0.1874,0.0984,0.2255,0.0285,-1.5658,-1.4368,-1.5945,-1.4655,-1.5565,-1.4275,nan,nan,-1.4507,0.0380,0.0434,0.2545,0.1613,0.1587
7.0000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.3944,-0.2673,-0.5262,0.0547,0.1818,0.1318,0.2589,0.0298,-1.4270,-1.2980,-1.4568,-1.3277,-1.3797,-1.2507,nan,nan,-1.5083,0.0771,0.0497,0.2466,0.1613,0.1587
7.0833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4013,-0.2742,-0.5669,0.0492,0.1763,0.1649,0.2919,0.0283,-1.2943,-1.1653,-1.3225,-1.1934,-1.2069,-1.0779,nan,nan,-1.5640,0.1157,0.0548,0.2383,0.1613,0.1587
7.1667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4120,-0.2849,-0.6101,0.0438,0.1709,0.1977,0.3248,0.0229,-1.1705,-1.0415,-1.1932,-1.0642,-1.0393,-0.9103,nan,nan,-1.6169,0.1539,0.0586,0.2293,0.1613,0.1586
7.2500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4265,-0.2994,-0.6567,0.0385,0.1656,0.2303,0.3573,0.0138,-1.0528,-0.9238,-1.0666,-0.9376,-0.8748,-0.7458,-3.1850,-3.3141,-1.6680,0.1918,0.0612,0.2198,0.1613,0.1586
7.3333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4443,-0.3172,-0.7061,0.0334,0.1605,0.2610,0.3880,0.0011,-0.9454,-0.8164,-0.9465,-0.8175,-0.7192,-0.5902,-3.2052,-3.3342,-1.7150,0.2275,0.0620,0.2094,0.1613,0.1585
7.4167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4661,-0.3391,-0.7568,0.0291,0.1562,0.2890,0.4159,-0.0165,-0.8534,-0.7244,-0.8365,-0.7075,-0.5773,-0.4483,-3.2279,-3.3570,-1.7553,0.2594,0.0600,0.1976,0.1612,0.1585
7.5000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.4937,-0.3667,-0.8086,0.0266,0.1537,0.3149,0.4419,-0.0413,-0.7751,-0.6461,-0.7338,-0.6048,-0.4456,-0.3166,-3.2499,-3.3789,-1.7894,0.2882,0.0551,0.1843,0.1612,0.1584
7.5833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.5251,-0.3981,-0.8619,0.0253,0.1524,0.3390,0.4661,-0.0710,-0.7097,-0.5807,-0.6409,-0.5119,-0.3263,-0.1973,-3.2832,-3.4122,-1.8181,0.3143,0.0472,0.1695,0.1611,0.1583
7.6667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.5570,-0.4299,-0.9161,0.0240,0.1511,0.3610,0.4881,-0.1011,-0.6597,-0.5307,-0.5620,-0.4330,-0.2239,-0.0949,-3.3272,-3.4562,-1.8412,0.3377,0.0368,0.1535,0.1611,0.1582
7.7500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.5885,-0.4614,-0.9696,0.0227,0.1498,0.3811,0.5082,-0.1310,-0.6276,-0.4986,-0.4966,-0.3675,-0.1381,-0.0091,-3.3590,-3.4880,-1.8577,0.3584,0.0240,0.1367,0.1610,0.1581
7.8333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.6197,-0.4926,-1.0205,0.0214,0.1485,0.3996,0.5268,-0.1604,-0.6074,-0.4784,-0.4425,-0.3134,-0.0652,0.0639,-3.3900,-3.5190,-1.8702,0.3774,0.0090,0.1190,0.1609,0.1580
7.9167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.6507,-0.5236,-1.0683,0.0201,0.1472,0.4168,0.5439,-0.1896,-0.5937,-0.4647,-0.3999,-0.2708,-0.0041,0.1250,-3.4317,-3.5607,-1.8814,0.3959,-0.0069,0.1007,0.1608,0.1578
8.0000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.6814,-0.5543,-1.1136,0.0187,0.1458,0.4322,0.5593,-0.2183,-0.5902,-0.4612,-0.3719,-0.2428,0.0416,0.1707,-3.4619,-3.5909,-1.8901,0.4135,-0.0220,0.0829,0.1606,0.1577
8.0833,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7083,-0.5812,-1.1540,0.0161,0.1432,0.4461,0.5731,-0.2419,-0.5938,-0.4648,-0.3537,-0.2246,0.0769,0.2060,-3.4793,-3.6083,-1.8973,0.4305,-0.0356,0.0664,0.1604,0.1575
8.1667,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7297,-0.6026,-1.1880,0.0116,0.1387,0.4586,0.5856,-0.2583,-0.5978,-0.4688,-0.3394,-0.2104,0.1079,0.2370,-3.4952,-3.6242,-1.9043,0.4472,-0.0479,0.0511,0.1602,0.1573
8.2500,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7479,-0.6208,-1.2174,0.0063,0.1334,0.4696,0.5966,-0.2708,-0.6008,-0.4718,-0.3300,-0.2010,0.1332,0.2622,-3.5062,-3.6352,-1.9110,0.4632,-0.0587,0.0372,0.1600,0.1571
8.3333,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7635,-0.6364,-1.2427,0.0007,0.1278,0.4792,0.6062,-0.2804,-0.6028,-0.4737,-0.3238,-0.1948,0.1545,0.2835,-3.5100,-3.6390,-1.9174,0.4784,-0.0663,0.0255,0.1597,0.1568
8.4167,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7756,-0.6485,-1.2631,-0.0054,0.1217,0.4875,0.6146,-0.2859,-0.6046,-0.4755,-0.3194,-0.1904,0.1735,0.3025,-3.5074,-3.6364,-1.9238,0.4929,-0.0700,0.0166,0.1593,0.1564
8.5000,8.9850,8.8750,7.9700,6.4700,5.0000,-0.7844,-0.6573,-1.2788,-0.0123,0.1148,0.4944,0.6215,-0.2875,-0.6058,-0.4767,-0.3183,-0.1893,0.1884,0.3175,-3.4990,-3.6280,-1.9299,0.5067,-0.0709,0.0098,0.1589,0.1559
